Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,23-03-2012,1511068,0,66,3.79,221.29,7.35
1,30-03-2012,1649605,0,68,3.85,221.36,7.35
1,6/4/12,1899677,0,70,3.89,221.44,7.14
1,13-04-2012,1621032,0,69,3.89,221.51,7.14
1,20-04-2012,1521578,0,67,3.88,221.56,7.14
1,27-04-2012,1468928,0,67,3.81,221.62,7.14
1,4/5/12,1684520,0,76,3.75,221.67,7.14
1,11/5/12,1611096,0,74,3.69,221.73,7.14
1,18-05-2012,1595902,0,70,3.63,221.74,7.14
1,25-05-2012,1555445,0,77,3.56,221.74,7.14
1,1/6/12,1624478,0,78,3.50,221.75,7.14
1,8/6/12,1697231,0,78,3.45,221.75,7.14
1,15-06-2012,1630607,0,79,3.39,221.76,7.14
1,22-06-2012,1527846,0,78,3.35,221.80,7.14
1,29-06-2012,1540421,0,85,3.29,221.84,7.14
1,6/7/12,1769854,0,82,3.23,221.88,6.91
1,13-07-2012,1527014,0,77,3.26,221.92,6.91
1,20-07-2012,1497955,0,80,3.31,221.93,6.91
1,27-07-2012,1439124,0,83,3.41,221.94,6.91
1,3/8/12,1631136,0,86,3.42,221.95,6.91
1,10/8/12,1592410,0,85,3.49,221.96,6.91
1,17-08-2012,1597868,0,85,3.57,222.04,6.91
1,24-08-2012,1494122,0,78,3.62,222.17,6.91
1,31-08-2012,1582083,0,80,3.64,222.31,6.91
1,7/9/12,1661767,1,84,3.73,222.44,6.91
1,14-09-2012,1517429,0,75,3.72,222.58,6.91
1,21-09-2012,1506126,0,70,3.72,222.78,6.91
1,28-09-2012,1437059,0,76,3.67,222.98,6.91
1,5/10/12,1670786,0,69,3.62,223.18,6.57
1,12/10/12,1573073,0,63,3.60,223.38,6.57
1,19-10-2012,1508069,0,68,3.59,223.43,6.57
1,26-10-2012,1493660,0,69,3.51,223.44,6.57
2,5/2/10,2136989,0,40,2.57,210.75,8.32
2,12/2/10,2137810,1,38,2.55,210.90,8.32
2,19-02-2010,2124452,0,40,2.51,210.95,8.32
2,26-02-2010,1865097,0,46,2.56,210.98,8.32
2,5/3/10,1991013,0,47,2.63,211.01,8.32
2,12/3/10,1990484,0,58,2.67,211.04,8.32
2,19-03-2010,1946071,0,55,2.72,210.87,8.32
2,26-03-2010,1750198,0,51,2.73,210.68,8.32
2,2/4/10,2066188,0,63,2.72,210.48,8.20
2,9/4/10,1954689,0,65,2.77,210.28,8.20
2,16-04-2010,1874958,0,68,2.81,210.15,8.20
2,23-04-2010,1821991,0,65,2.80,210.10,8.20
2,30-04-2010,1802450,0,67,2.78,210.05,8.20
2,7/5/10,2042582,0,71,2.84,210.00,8.20
2,14-05-2010,1880752,0,73,2.85,210.00,8.20
2,21-05-2010,1896937,0,75,2.83,210.28,8.20
2,28-05-2010,1957114,0,81,2.76,210.56,8.20
2,4/6/10,2102540,0,82,2.71,210.83,8.20
2,11/6/10,2025539,0,83,2.67,211.11,8.20
2,18-06-2010,2001637,0,86,2.64,211.11,8.20
2,25-06-2010,1939927,0,86,2.65,211.00,8.20
2,2/7/10,2003941,0,83,2.67,210.88,8.10
2,9/7/10,1880903,0,83,2.64,210.77,8.10
2,16-07-2010,1845880,0,85,2.62,210.76,8.10
2,23-07-2010,1781718,0,88,2.61,210.89,8.10
2,30-07-2010,1804246,0,83,2.64,211.03,8.10
2,6/8/10,1991910,0,90,2.63,211.16,8.10
2,13-08-2010,1895601,0,89,2.69,211.30,8.10
2,20-08-2010,1964335,0,89,2.66,211.26,8.10
2,27-08-2010,1863840,0,87,2.62,211.22,8.10
2,3/9/10,1904608,0,82,2.58,211.19,8.10
2,10/9/10,1839129,1,79,2.57,211.15,8.10
2,17-09-2010,1793904,0,82,2.58,211.18,8.10
2,24-09-2010,1724557,0,82,2.62,211.26,8.10
2,1/10/10,1827440,0,69,2.60,211.33,8.16
2,8/10/10,1849921,0,63,2.63,211.40,8.16
2,15-10-2010,1794355,0,66,2.72,211.47,8.16
2,22-10-2010,1737948,0,69,2.73,211.52,8.16
2,29-10-2010,1802755,0,66,2.72,211.57,8.16
2,5/11/10,1939061,0,58,2.69,211.61,8.16
2,12/11/10,1916813,0,60,2.73,211.66,8.16
2,19-11-2010,1956739,0,51,2.77,211.55,8.16
2,26-11-2010,2658725,1,63,2.74,211.41,8.16
2,3/12/10,2015781,0,49,2.71,211.27,8.16
2,10/12/10,2378727,0,46,2.84,211.12,8.16
2,17-12-2010,2609167,0,48,2.87,211.06,8.16
2,24-12-2010,3436008,0,50,2.89,211.06,8.16
2,31-12-2010,1750435,1,47,2.94,211.06,8.16
2,7/1/11,1758051,0,45,2.98,211.06,8.03
2,14-01-2011,1744194,0,33,2.98,211.12,8.03
2,21-01-2011,1751385,0,41,3.02,211.49,8.03
2,28-01-2011,1695372,0,43,3.01,211.86,8.03
2,4/2/11,1929346,0,38,2.99,212.22,8.03
2,11/2/11,2168042,1,33,3.02,212.59,8.03
2,18-02-2011,2080885,0,58,3.05,212.90,8.03
2,25-02-2011,1833511,0,61,3.07,213.19,8.03
2,4/3/11,1981608,0,58,3.29,213.48,8.03
2,11/3/11,1879107,0,53,3.46,213.76,8.03
2,18-03-2011,1902558,0,62,3.49,214.02,8.03
2,25-03-2011,1766162,0,69,3.47,214.25,8.03
2,1/4/11,1800171,0,55,3.52,214.49,7.93
2,8/4/11,1847553,0,67,3.62,214.73,7.93
2,15-04-2011,1856468,0,69,3.74,214.94,7.93
2,22-04-2011,1886340,0,69,3.81,215.11,7.93
2,29-04-2011,1745545,0,69,3.81,215.28,7.93
2,6/5/11,1837744,0,61,3.91,215.44,7.93
2,13-05-2011,1838513,0,75,3.90,215.61,7.93
2,20-05-2011,1688282,0,67,3.91,215.38,7.93
2,27-05-2011,1797733,0,76,3.79,215.15,7.93
2,3/6/11,1933756,0,83,3.70,214.93,7.93
2,10/6/11,1929153,0,83,3.65,214.70,7.93
2,17-06-2011,1953772,0,87,3.64,214.65,7.93
2,24-06-2011,1790926,0,85,3.59,214.74,7.93
2,1/7/11,1866243,0,86,3.52,214.84,7.85
2,8/7/11,1853162,0,88,3.48,214.93,7.85
2,15-07-2011,1785187,0,90,3.58,215.01,7.85
2,22-07-2011,1743816,0,89,3.65,215.07,7.85
2,29-07-2011,1680693,0,90,3.68,215.14,7.85
2,5/8/11,1876704,0,93,3.68,215.20,7.85
2,12/8/11,1812768,0,92,3.64,215.26,7.85
2,19-08-2011,1844095,0,90,3.55,215.32,7.85
2,26-08-2011,1821140,0,90,3.52,215.39,7.85
2,2/9/11,1809120,0,90,3.53,215.45,7.85
2,9/9/11,1748001,1,78,3.55,215.51,7.85
2,16-09-2011,1691440,0,79,3.53,215.69,7.85
2,23-09-2011,1669300,0,76,3.47,216.03,7.85
2,30-09-2011,1650394,0,78,3.36,216.36,7.85
2,7/10/11,1837553,0,70,3.29,216.70,7.44
2,14-10-2011,1743882,0,72,3.27,217.00,7.44
2,21-10-2011,1834680,0,65,3.35,217.17,7.44
2,28-10-2011,1769296,0,66,3.37,217.33,7.44
2,4/11/11,1959708,0,56,3.33,217.49,7.44
2,11/11/11,1920725,0,59,3.30,217.65,7.44
2,18-11-2011,1902763,0,62,3.31,217.87,7.44
2,25-11-2011,2614202,1,56,3.24,218.11,7.44
2,2/12/11,1954952,0,49,3.17,218.36,7.44
2,9/12/11,2290549,0,42,3.16,218.61,7.44
2,16-12-2011,2432737,0,50,3.16,218.82,7.44
2,23-12-2011,3224370,0,47,3.11,219.00,7.44
2,30-12-2011,1874227,1,45,3.13,219.18,7.44
2,6/1/12,1799520,0,47,3.16,219.36,7.06
2,13-01-2012,1744725,0,46,3.26,219.53,7.06
2,20-01-2012,1711769,0,52,3.27,219.63,7.06
2,27-01-2012,1660906,0,51,3.29,219.72,7.06
2,3/2/12,1935300,0,55,3.36,219.81,7.06
2,10/2/12,2103323,1,47,3.41,219.90,7.06
2,17-02-2012,2196688,0,44,3.51,220.07,7.06
2,24-02-2012,1861803,0,55,3.56,220.28,7.06
2,2/3/12,1952556,0,59,3.63,220.49,7.06
2,9/3/12,1937628,0,57,3.67,220.70,7.06
2,16-03-2012,1976082,0,64,3.73,220.85,7.06
2,23-03-2012,1790439,0,64,3.79,220.92,7.06
2,30-03-2012,1857481,0,67,3.85,221.00,7.06
2,6/4/12,2129036,0,68,3.89,221.07,6.89
2,13-04-2012,1935869,0,68,3.89,221.15,6.89
2,20-04-2012,1847344,0,66,3.88,221.20,6.89
2,27-04-2012,1764133,0,67,3.81,221.26,6.89
2,4/5/12,1923957,0,77,3.75,221.31,6.89
2,11/5/12,1917521,0,74,3.69,221.36,6.89
2,18-05-2012,2000941,0,71,3.63,221.38,6.89
2,25-05-2012,1912791,0,78,3.56,221.38,6.89
2,1/6/12,1910092,0,78,3.50,221.39,6.89
2,8/6/12,2010216,0,79,3.45,221.39,6.89
2,15-06-2012,1962924,0,81,3.39,221.40,6.89
2,22-06-2012,1887733,0,81,3.35,221.44,6.89
2,29-06-2012,1881046,0,86,3.29,221.48,6.89
2,6/7/12,2041507,0,84,3.23,221.52,6.57
2,13-07-2012,1830075,0,80,3.26,221.56,6.57
2,20-07-2012,1819666,0,83,3.31,221.57,6.57
2,27-07-2012,1757924,0,86,3.41,221.58,6.57
2,3/8/12,1946105,0,90,3.42,221.59,6.57
2,10/8/12,1866720,0,89,3.49,221.60,6.57
2,17-08-2012,1928016,0,85,3.57,221.68,6.57
2,24-08-2012,1876788,0,77,3.62,221.81,6.57
2,31-08-2012,1947083,0,83,3.64,221.94,6.57
2,7/9/12,1898777,1,88,3.73,222.07,6.57
2,14-09-2012,1814807,0,76,3.72,222.22,6.57
2,21-09-2012,1829416,0,71,3.72,222.42,6.57
2,28-09-2012,1746471,0,79,3.67,222.62,6.57
2,5/10/12,1998321,0,70,3.62,222.82,6.17
2,12/10/12,1900745,0,61,3.60,223.02,6.17
2,19-10-2012,1847990,0,68,3.59,223.06,6.17
2,26-10-2012,1834458,0,70,3.51,223.08,6.17
3,5/2/10,461622,0,46,2.57,214.42,7.37
3,12/2/10,420729,1,48,2.55,214.57,7.37
3,19-02-2010,421642,0,47,2.51,214.62,7.37
3,26-02-2010,407205,0,52,2.56,214.65,7.37
3,5/3/10,415202,0,53,2.63,214.68,7.37
3,12/3/10,384201,0,63,2.67,214.70,7.37
3,19-03-2010,375329,0,60,2.72,214.53,7.37
3,26-03-2010,359949,0,57,2.73,214.32,7.37
3,2/4/10,423294,0,66,2.72,214.12,7.34
3,9/4/10,415870,0,68,2.77,213.91,7.34
3,16-04-2010,354993,0,67,2.81,213.77,7.34
3,23-04-2010,339977,0,68,2.80,213.72,7.34
3,30-04-2010,361248,0,70,2.78,213.67,7.34
3,7/5/10,399324,0,73,2.84,213.62,7.34
3,14-05-2010,384358,0,77,2.85,213.62,7.34
3,21-05-2010,343763,0,76,2.83,213.91,7.34
3,28-05-2010,350089,0,79,2.76,214.20,7.34
3,4/6/10,396969,0,79,2.71,214.50,7.34
3,11/6/10,355017,0,82,2.67,214.79,7.34
3,18-06-2010,364077,0,84,2.64,214.79,7.34
3,25-06-2010,357346,0,84,2.65,214.67,7.34
3,2/7/10,381152,0,82,2.67,214.55,7.35
3,9/7/10,349214,0,82,2.64,214.43,7.35
3,16-07-2010,352729,0,84,2.62,214.42,7.35
3,23-07-2010,352864,0,83,2.61,214.56,7.35
3,30-07-2010,347955,0,82,2.64,214.70,7.35
3,6/8/10,402636,0,85,2.63,214.83,7.35
3,13-08-2010,339597,0,87,2.69,214.97,7.35
3,20-08-2010,351728,0,88,2.66,214.93,7.35
3,27-08-2010,362134,0,86,2.62,214.89,7.35
3,3/9/10,366474,0,84,2.58,214.85,7.35
3,10/9/10,352261,1,81,2.57,214.81,7.35
3,17-09-2010,363065,0,82,2.58,214.83,7.35
3,24-09-2010,355627,0,77,2.62,214.91,7.35
3,1/10/10,358784,0,74,2.60,214.98,7.56
3,8/10/10,395107,0,67,2.63,215.06,7.56
3,15-10-2010,345584,0,70,2.72,215.13,7.56
3,22-10-2010,348896,0,72,2.73,215.18,7.56
3,29-10-2010,348592,0,72,2.72,215.23,7.56
3,5/11/10,423176,0,63,2.69,215.28,7.56
3,12/11/10,386635,0,63,2.73,215.33,7.56
3,19-11-2010,372545,0,58,2.77,215.21,7.56
3,26-11-2010,565568,1,69,2.74,215.06,7.56
3,3/12/10,476421,0,54,2.71,214.92,7.56
3,10/12/10,467642,0,51,2.84,214.77,7.56
3,17-12-2010,498159,0,52,2.87,214.70,7.56
3,24-12-2010,605990,0,57,2.89,214.70,7.56
3,31-12-2010,382678,1,53,2.94,214.70,7.56
3,7/1/11,378241,0,53,2.98,214.70,7.55
3,14-01-2011,381061,0,45,2.98,214.75,7.55
3,21-01-2011,350877,0,51,3.02,215.13,7.55
3,28-01-2011,364866,0,49,3.01,215.51,7.55
3,4/2/11,438517,0,46,2.99,215.89,7.55
3,11/2/11,430526,1,44,3.02,216.27,7.55
3,18-02-2011,432782,0,62,3.05,216.58,7.55
3,25-02-2011,397211,0,67,3.07,216.88,7.55
3,4/3/11,437085,0,65,3.29,217.17,7.55
3,11/3/11,404753,0,61,3.46,217.47,7.55
3,18-03-2011,392110,0,69,3.49,217.72,7.55
3,25-03-2011,380684,0,73,3.47,217.97,7.55
3,1/4/11,374556,0,69,3.52,218.21,7.57
3,8/4/11,384075,0,73,3.62,218.46,7.57
3,15-04-2011,366251,0,76,3.74,218.68,7.57
3,22-04-2011,391860,0,77,3.81,218.85,7.57
3,29-04-2011,367405,0,79,3.81,219.02,7.57
3,6/5/11,413042,0,69,3.91,219.20,7.57
3,13-05-2011,386313,0,80,3.90,219.37,7.57
3,20-05-2011,364603,0,76,3.91,219.13,7.57
3,27-05-2011,369351,0,84,3.79,218.89,7.57
3,3/6/11,394508,0,84,3.70,218.64,7.57
3,10/6/11,391639,0,85,3.65,218.40,7.57
3,17-06-2011,403423,0,87,3.64,218.36,7.57
3,24-06-2011,385521,0,85,3.59,218.45,7.57
3,1/7/11,368963,0,85,3.52,218.55,7.57
3,8/7/11,395146,0,85,3.48,218.64,7.57
3,15-07-2011,373454,0,87,3.58,218.73,7.57
3,22-07-2011,360617,0,86,3.65,218.79,7.57
3,29-07-2011,345381,0,88,3.68,218.84,7.57
3,5/8/11,409981,0,88,3.68,218.90,7.57
3,12/8/11,380377,0,89,3.64,218.96,7.57
3,19-08-2011,379717,0,88,3.55,219.02,7.57
3,26-08-2011,366368,0,88,3.52,219.09,7.57
3,2/9/11,375989,0,89,3.53,219.15,7.57
3,9/9/11,377347,1,82,3.55,219.21,7.57
3,16-09-2011,375630,0,84,3.53,219.40,7.57
3,23-09-2011,365249,0,80,3.47,219.74,7.57
3,30-09-2011,368478,0,83,3.36,220.09,7.57
3,7/10/11,403342,0,76,3.29,220.43,7.20
3,14-10-2011,368283,0,74,3.27,220.75,7.20
3,21-10-2011,394976,0,69,3.35,220.91,7.20
3,28-10-2011,389541,0,71,3.37,221.08,7.20
3,4/11/11,459443,0,59,3.33,221.25,7.20
3,11/11/11,407764,0,62,3.30,221.41,7.20
3,18-11-2011,398839,0,64,3.31,221.64,7.20
3,25-11-2011,556925,1,68,3.24,221.90,7.20
3,2/12/11,472511,0,55,3.17,222.16,7.20
3,9/12/11,468773,0,49,3.16,222.42,7.20
3,16-12-2011,510748,0,58,3.16,222.64,7.20
3,23-12-2011,551221,0,53,3.11,222.83,7.20
3,30-12-2011,410554,1,48,3.13,223.01,7.20
3,6/1/12,398178,0,52,3.16,223.19,6.83
3,13-01-2012,367439,0,52,3.26,223.38,6.83
3,20-01-2012,365819,0,56,3.27,223.47,6.83
3,27-01-2012,349518,0,58,3.29,223.56,6.83
3,3/2/12,424961,0,59,3.36,223.66,6.83
3,10/2/12,473292,1,52,3.41,223.75,6.83
3,17-02-2012,475591,0,52,3.51,223.92,6.83
3,24-02-2012,418925,0,60,3.56,224.13,6.83
3,2/3/12,469753,0,62,3.63,224.35,6.83
3,9/3/12,445162,0,61,3.67,224.56,6.83
3,16-03-2012,411776,0,64,3.73,224.72,6.83
3,23-03-2012,413907,0,67,3.79,224.79,6.83
3,30-03-2012,407489,0,69,3.85,224.87,6.83
3,6/4/12,503232,0,73,3.89,224.94,6.66
3,13-04-2012,420790,0,73,3.89,225.01,6.66
3,20-04-2012,434822,0,72,3.88,225.07,6.66
3,27-04-2012,394616,0,73,3.81,225.12,6.66
3,4/5/12,439914,0,80,3.75,225.18,6.66
3,11/5/12,431985,0,75,3.69,225.24,6.66
3,18-05-2012,418113,0,72,3.63,225.25,6.66
3,25-05-2012,413701,0,79,3.56,225.25,6.66
3,1/6/12,432269,0,82,3.50,225.25,6.66
3,8/6/12,446337,0,82,3.45,225.25,6.66
3,15-06-2012,442075,0,85,3.39,225.26,6.66
3,22-06-2012,419498,0,83,3.35,225.31,6.66
3,29-06-2012,422965,0,86,3.29,225.35,6.66
3,6/7/12,411207,0,83,3.23,225.39,6.33
3,13-07-2012,416913,0,82,3.26,225.43,6.33
3,20-07-2012,432425,0,81,3.31,225.44,6.33
3,27-07-2012,389428,0,85,3.41,225.45,6.33
3,3/8/12,419990,0,87,3.42,225.46,6.33
3,10/8/12,391812,0,86,3.49,225.47,6.33
3,17-08-2012,394919,0,87,3.57,225.56,6.33
3,24-08-2012,412450,0,83,3.62,225.69,6.33
3,31-08-2012,408839,0,85,3.64,225.83,6.33
3,7/9/12,408230,1,85,3.73,225.97,6.33
3,14-09-2012,407589,0,78,3.72,226.11,6.33
3,21-09-2012,414392,0,73,3.72,226.32,6.33
3,28-09-2012,389813,0,77,3.67,226.52,6.33
3,5/10/12,443558,0,73,3.62,226.72,6.03
3,12/10/12,410804,0,70,3.60,226.92,6.03
3,19-10-2012,424513,0,73,3.59,226.97,6.03
3,26-10-2012,405433,0,75,3.51,226.99,6.03
4,5/2/10,2135144,0,44,2.60,126.44,8.62
4,12/2/10,2188307,1,29,2.57,126.50,8.62
4,19-02-2010,2049860,0,36,2.54,126.53,8.62
4,26-02-2010,1925729,0,41,2.59,126.55,8.62
4,5/3/10,1971057,0,43,2.65,126.58,8.62
4,12/3/10,1894324,0,50,2.70,126.60,8.62
4,19-03-2010,1897429,0,55,2.74,126.61,8.62
4,26-03-2010,1762539,0,40,2.75,126.61,8.62
4,2/4/10,1979247,0,49,2.74,126.60,7.90
4,9/4/10,1818453,0,54,2.77,126.60,7.90
4,16-04-2010,1851520,0,56,2.81,126.56,7.90
4,23-04-2010,1802678,0,57,2.81,126.47,7.90
4,30-04-2010,1817273,0,53,2.79,126.38,7.90
4,7/5/10,2000626,0,57,2.84,126.29,7.90
4,14-05-2010,1875597,0,62,2.85,126.21,7.90
4,21-05-2010,1903753,0,67,2.82,126.18,7.90
4,28-05-2010,1857534,0,68,2.76,126.16,7.90
4,4/6/10,1903291,0,71,2.70,126.14,7.90
4,11/6/10,1870619,0,78,2.67,126.11,7.90
4,18-06-2010,1929736,0,82,2.64,126.11,7.90
4,25-06-2010,1846652,0,81,2.65,126.13,7.90
4,2/7/10,1881337,0,74,2.67,126.14,7.37
4,9/7/10,1812208,0,80,2.64,126.15,7.37
4,16-07-2010,1898428,0,79,2.62,126.15,7.37
4,23-07-2010,1848427,0,80,2.61,126.13,7.37
4,30-07-2010,1796638,0,81,2.65,126.11,7.37
4,6/8/10,1907639,0,77,2.64,126.09,7.37
4,13-08-2010,2007051,0,78,2.70,126.06,7.37
4,20-08-2010,1997181,0,79,2.67,126.08,7.37
4,27-08-2010,1848404,0,74,2.62,126.09,7.37
4,3/9/10,1935858,0,77,2.58,126.10,7.37
4,10/9/10,1865821,1,74,2.57,126.11,7.37
4,17-09-2010,1899960,0,65,2.59,126.15,7.37
4,24-09-2010,1810685,0,61,2.64,126.19,7.37
4,1/10/10,1842821,0,64,2.62,126.23,7.13
4,8/10/10,1951495,0,68,2.65,126.28,7.13
4,15-10-2010,1867345,0,62,2.73,126.33,7.13
4,22-10-2010,1927610,0,64,2.74,126.38,7.13
4,29-10-2010,1933333,0,57,2.72,126.44,7.13
4,5/11/10,2013116,0,52,2.70,126.49,7.13
4,12/11/10,1999794,0,53,2.74,126.55,7.13
4,19-11-2010,2097809,0,48,2.78,126.61,7.13
4,26-11-2010,2789469,1,48,2.75,126.67,7.13
4,3/12/10,2102530,0,46,2.73,126.73,7.13
4,10/12/10,2302505,0,42,2.86,126.79,7.13
4,17-12-2010,2740057,0,47,2.88,126.88,7.13
4,24-12-2010,3526713,0,43,2.89,126.98,7.13
4,31-12-2010,1794869,1,38,2.96,127.09,7.13
4,7/1/11,1862476,0,39,2.98,127.19,6.51
4,14-01-2011,1865502,0,32,2.99,127.30,6.51
4,21-01-2011,1886394,0,38,3.02,127.44,6.51
4,28-01-2011,1814241,0,41,3.02,127.58,6.51
4,4/2/11,2119086,0,35,3.00,127.72,6.51
4,11/2/11,2187847,1,33,3.03,127.86,6.51
4,18-02-2011,2316496,0,48,3.06,128.00,6.51
4,25-02-2011,2078095,0,49,3.09,128.13,6.51
4,4/3/11,2103456,0,47,3.31,128.26,6.51
4,11/3/11,2039818,0,51,3.46,128.40,6.51
4,18-03-2011,2116475,0,52,3.50,128.51,6.51
4,25-03-2011,1944164,0,59,3.48,128.62,6.51
4,1/4/11,1900246,0,57,3.52,128.72,5.95
4,8/4/11,2074953,0,63,3.61,128.82,5.95
